id,name,country_code
81599_59880,LIU SHENG SHU /  TAN NING,CHN
81609_77832,MAYU MATSUMOTO /  WAKANA NAGAHARA,JPN
81655_90267,SAMUEL O’BRIEN RICKETTS /  TAHLIA RICHARDSON,JAM
81657_67903,TAKURO HOKI /  YUGO KOBAYASHI,JPN
81705_88593,JESPER TOFT /  CLARA GRAVERSEN,DEN
81705_95643,JESPER TOFT /  AMALIE MAGELUND,DEN
81812_85179,MUH PUTRA ERWIANSYAH /  TEGES SATRIAJI CAHYO HUTOMO,INA
81844_50469,GUO XIN WA /  CHEN FANG HUI,CHN
81887,SHESAR HIREN RHUSTAVITO,INA
82009_99067,KYOHEI YAMASHITA /  NARU SHINOYA,JPN
82070,TOMOKA MIYAZAKI,JPN
82364_94567,MEILYSA TRIAS PUSPITASARI /  RACHEL ALLESSYA ROSE,INA
82372,KOK JING HONG,MAS
82378_91381,ONDŘEJ KRÁL /  ADAM MENDREK,CZE
82463_96843,KAZUKI SHIBATA /  NAOKI YAMADA,JPN
82516_59551,NG QI XUAN /  TEOH LE XUAN,MAS
82606,JIA HENG JASON TEH,SGP
82770_99988,WEERAPHAT PHAKJARUNG /  ORNNICHA JONGSATHAPORNPARN,THA
82989,DMITRIY PANARIN,KAZ
83046_63168,ZHENG SI WEI /  HUANG YA QIONG,CHN
83074,JENNIE GAI,USA
83077_95303,CHAN YUEH LIN /  CHU BO RONG,TPE
83132_76569,CUI HE CHEN /  PENG JIAN QIN,CHN
83419_71391,KIM HYE JEONG /  KONG HEE YONG,KOR
83657,CHIRAG SEN,IND
83738_80227,RIDYA AULIA FATASYA /  KELLY LARISSA,INA
83802,GREGORIA MARISKA TUNJUNG,INA
83822,YEO JIA MIN,SGP
83938,MADS CHRISTOPHERSEN,DEN
83942_98052,LINDA EFLER /  ISABEL LOHAU,GER
83950,PRANNOY H. S.,IND
83984,ADITI BHATT,IND
83985,FELIX BURESTEDT,SWE
84057_95643,MATHIAS THYRRI /  AMALIE MAGELUND,DEN
84062,PORNPAWEE CHOCHUWONG,THA
84064_99066,ONG YEW SIN /  TEO EE YI,MAS
84102_65674,PEERATCHAI SUKPHUN /  PAKKAPON TEERARATSAKUL,THA
84159_90323,RUI HIROKAMI /  YUNA KATO,JPN
84287_74181,SUPAMART MINGCHUA /  PATTARAPORN RUNGRUENGPRAMONG,THA
84523,MICHELLE LI,CAN
84631_82284,VERRELL YUSTIN MULIA /  PRISKILA VENUS ELSADAI,INA
84746_70692,MIZUKI OTAKE /  MIYU TAKAHASHI,JPN
84764,YOHANES SAUT MARCELLYNO,INA
84812_58678,REN XIANG YU /  TAN QIANG,CHN
84815,MAX WEISSKIRCHEN,GER
84838,LEONG JUN HAO,MAS
84874_83211,RENA MIYAURA /  AYAKO SAKURAMOTO,JPN
84897,JULIANA VIANA VIEIRA,BRA
85030_58488,KAITLYN EA /  GRONYA SOMERVILLE,AUS
85048,ESTER NURUMI TRI WARDOYO,INA
85095,NHAT NGUYEN,IRL
85118,ENOGAT ROY,FRA
85159_91715,ADAM HALL /  JULIE MACPHERSON,SCO
85179_81141,TEGES SATRIAJI CAHYO HUTOMO /  CHRISTOPHER DAVID WIJAYA,INA
85302,LINE CHRISTOPHERSEN,DEN
85394,KENTA NISHIMOTO,JPN
85452_90762,KOKONA ISHIKAWA /  MIO KONEGAWA,JPN
85514,HARAMARA GAITAN,MEX
85514_98186,HARAMARA GAITAN /  SABRINA SOLIS,MEX
85532_76114,PAWEL SMILOWSKI /  MAGDALENA SWIERCZYNSKA,POL
85540_65300,LI YI JING /  LUO XU MIN,CHN
85551_68628,PEARLY TAN /  THINAAH MURALITHARAN,MAS
85563,JOAKIM OLDORFF,FIN
85728_89697,ANNA KUPCA /  JEKATERINA ROMANOVA,LAT
85805_68221,RORY EASTON /  LIZZIE TOLMAN,ENG
85805_69360,RORY EASTON /  ALEX GREEN,ENG
85805_69685,RORY EASTON /  ZACH RUSS,ENG
85808_65349,LIN CHIH-CHUN /  SUNG YU-HSUAN,TPE
85808_80299,LIN CHIH-CHUN /  TENG CHUN HSUN,TPE
85845,PANITCHAPHON TEERARATSAKUL,THA
85914_85331,ZHANG SHU XIAN /  ZHENG YU,CHN
86034,RUZANA RUZANA,INA
86114,LIN CHUN-YI,TPE
86167_95068,LEONG IOK CHONG /  NG WENG CHI,MAC
86230,KOO TAKAHASHI,JPN
86261,LO SIN YAN HAPPY,HKG
86455_60603,MOA SJOO /  TILDA SJOO,SWE
86470,JONATHAN MATIAS,BRA
86525_55481,JESITA PUTRI MIANTORO /  FEBI SETIANINGRUM,INA
86567_61268,MIHA IVANČIČ /  PETRA POLANC,SLO
86604,TASNIM MIR,IND
86616_75193,CADEN KAKORA /  JOHANITA SCHOLTZ,RSA
86672,YUSHI TANAKA,JPN
86756_59331,CALLUM HEMMING /  ESTELLE VAN LEEUWEN,ENG
86756_90556,CALLUM HEMMING /  ETHAN VAN LEEUWEN,ENG
86829_59687,PALAK ARORA /  UNNATI HOODA,IND
86887,COLLINS VALENTINE FILIMON,AUT
86929_79130,MIHAELA CHEPISHEVA /  TSVETINA POPIVANOVA,BUL
86975,RITHVIK SANJEEVI SATISH KUMAR,IND
87029,WANG PO-WEI,TPE
87045_82610,REHAN NAUFAL KUSHARJANTO /  LISA AYU KUSUMAWATI,INA
87112,KALOYANA NALBANTOVA,BUL
87117,SOONG JOO VEN,MAS
87128_96862,AKBAR BINTANG CAHYONO /  MARSHEILLA GISCHA ISLAMI,INA
87176_65203,HU LING FANG /  LIN XIAO MIN,TPE
87176_82732,HU LING FANG /  JHENG YU CHIEH,TPE
87289_69822,MIKI KANEHIRO /  RUI KIYAMA,JPN
87375,WANG TZU WEI,TPE
87403_96690,ELOI ADAM /  LEO ROSSI,FRA
87403_98332,ELOI ADAM /  SHARONE BAUER,FRA
87432_86136,SABAR KARYAMAN GUTAMA /  MOH REZA PAHLEVI ISFAHANI,INA
87434,HE BING JIAO,CHN
87442,AN SE YOUNG,KOR
87484,SOMI ROMDHANI,UAE
87535_64023,ZHI-WEI HE /  HUANG JUI-HSUAN,TPE
87610,MARK SHELLEY ALCALA,USA
87691,FABIO CAPONIO,ITA
87718,STEPHANIE WIDJAJA,INA
87808_59892,NEUADUANG MANGKORNLOI /  ATITAYA POVANON,THA
87885,NESLIHAN ARIN,TUR
87893_87616,LUI LOK LOK /  NG WING YUNG,HKG
87893_95205,LUI LOK LOK /  TSANG HIU YAN,HKG
88007_82836,"CHOK KEN WEI, KEANE /  ANDY YEW TUNG KOK",MAS
88024_60060,CHALOEMPON CHAROENKITAMORN /  WORRAPOL THONGSA-NGA,THA
88079,LIN SIH YUN,TPE
88094_28492,KO SUNG HYUN /  EOM HYE WON,KOR
88094_54785,KO SUNG HYUN /  SHIN BAEK CHEOL,KOR
88135_87428,RIN IWANAGA /  KIE NAKANISHI,JPN
88278_76188,KIRSTEN DE WIT /  ALYSSA TIRTOSENTONO,NED
88322_85465,ROY KING YAP /  VALEREE SIOW,MAS
88399,ISHIKA JAISWAL,USA
88405_77123,AKIRA KOGA /  TAICHI SAITO,JPN
88451_59465,RINOV RIVALDY /  PITHA HANINGTYAS MENTARI,INA
88471,MALVIKA BANSOD,IND
88582,LÉONICE HUET,FRA
88726_65253,JONES RALFY JANSEN /  KENNETH NEUMANN,GER
88726_83942,JONES RALFY JANSEN /  LINDA EFLER,GER
88726_97648,JONES RALFY JANSEN /  THUC PHUONG NGUYEN,GER
88807,SUNG SHUO YUN,TPE
88807_75154,SUNG SHUO YUN /  YU CHIEN HUI,TPE
88829_81108,SU CHING HENG /  YE HONG WEI,TPE
88876_91130,FAJAR ALFIAN /  MUHAMMAD RIAN ARDIANTO,INA
89163,WANG ZHENG XING,CHN
89174_56434,P.S RAVIKRISHNA /  AKSHAN SHETTY,IND
89174_60705,P.S RAVIKRISHNA /  SANKAR PRASAD UDAYAKUMAR,IND
89336_63520,MUHAMMAD RAYHAN NUR FADILLAH /  RAHMAT HIDAYAT,INA
89416_22038,LUCAS CORVEE /  RONAN LABAR,FRA
89506,LUCAS CLAERBOUT,FRA
89529_58488,KENNETH ZHE HOOI CHOO /  GRONYA SOMERVILLE,AUS
89583,WEN CHI HSU,TPE
89785,KENTO MOMOTA,JPN
89909_66820,XIE HAO NAN /  ZENG WEI HAN,CHN
89916_82061,PRAVEEN JORDAN /  MELATI DAEVA OKTAVIANTI,INA
90287,DEVIKA SIHAG,IND
90531_55414,LIANG WEI KENG /  WANG CHANG,CHN
90556_50715,ETHAN VAN LEEUWEN /  CHLOE CONEY,ENG
90556_79159,ETHAN VAN LEEUWEN /  ANNIE LADO,ENG
90657,IKHSAN LEONARDO IMANUEL RUMBAY,INA
90768_94814,GOH SZE FEI /  NUR IZZUDDIN,MAS
90854,YASMINE HAMZA,ITA
91090_59621,CHEN TANG JIE /  TOH EE WEI,MAS
91106,YVONNE LI,GER
91112_78192,MAEL CATTOEN /  LUCAS RENOIR,FRA
91167_66221,RASMUS ESPERSEN /  MARCUS RINDSHØJ,DEN
91167_68532,RASMUS ESPERSEN /  AMALIE CECILIE KUDSK,DEN
91224,MIA BLICHFELDT,DEN
91246_76514,HO LO EE /  AMANDA HWA LENG YAP,MAS
91422,SUPANIDA KATETHONG,THA
91440_79658,MUHAMMAD SHOHIBUL FIKRI /  BAGAS MAULANA,INA
91440_84786,MUHAMMAD SHOHIBUL FIKRI /  DANIEL MARTHIN,INA
91469_95819,DIEGO MINI /  PAULA LA TORRE,PER
91483_81141,DANIEL EDGAR MARVINO /  CHRISTOPHER DAVID WIJAYA,INA
91554,ANDERS ANTONSEN,DEN
91560,WEN YU ZHANG,CAN
91651,MEIRABA LUWANG MAISNAM,IND
91673,LEI LAN XI,CHN
91715_92277,JULIE MACPHERSON /  CIARA TORRANCE,SCO
91807,RAKSHITHA SREE SANTHOSH RAMRAJ,IND
91814,S.SANKAR MUTHUSAMY SUBRAMANIAN,IND
91896,NATSUKI NIDAIRA,JPN
91971_65470,TIES VAN DER LECQ /  BRIAN WASSINK,NED
91971_76188,TIES VAN DER LECQ /  ALYSSA TIRTOSENTONO,NED
92014,KISONA SELVADURAY,MAS
92160,THARUN MANNEPALLI,IND
92504_87454,LIN YU CHIEH /  SU LI WEI,TPE
92508,KANTAPHON WANGCHAROEN,THA
92576_71801,RATCHAPOL MAKKASASITHORN /  CHASINEE KOREPAP,THA
92593_56352,GOH SOON HUAT /  LAI SHEVON JEMIE,MAS
92609_61986,LEE CHUN HEI REGINALD /  NG TSZ YAU,HKG
92655,KALLE KOLJONEN,FIN
92796,CHEAM JUNE WEI,MAS
92913_60516,CHIU HSIANG CHIEH /  YANG MING-TSE,TPE
92913_65203,CHIU HSIANG CHIEH /  LIN XIAO MIN,TPE
92913_69009,CHIU HSIANG CHIEH /  LIN JHIH YUN,TPE
92913_96514,CHIU HSIANG CHIEH /  WANG CHI-LIN,TPE
92967,HAN YUE,CHN
92980_44414,KIM ASTRUP /  ANDERS SKAARUP RASMUSSEN,DEN
93086_59892,PRINDA PATTANAWARITTHIPAN /  ATITAYA POVANON,THA
93101_74987,JOB CASTILLO /  LUIS ARMANDO MONTOYA NAVARRO,MEX
93130_71223,CHEN BO YANG /  LIU YI,CHN
93199_74714,FADILAH SHAMIKA MOHAMED RAFI /  TRACY NALUWOOZA,UGA
93217_84340,LWI SHENG HAO /  JIMMY WONG,MAS
93367_58241,LIU YU CHEN /  OU XUAN YI,CHN
93372,AKARI KURIHARA,JPN
93627,KIDAMBI SRIKANTH,IND
93852,LIANG TING YU,TPE
93858_91971,RUBEN JILLE /  TIES VAN DER LECQ,NED
93965_25684,ANIBAL MARROQUIN /  JONATHAN SOLIS,GUA
94119,DANIIL DUBOVENKO,ISR
94125_65144,CHEN QING CHEN /  JIA YI FAN,CHN
94151,VICTOR LAI,CAN
94156_92404,RUBEN GARCIA /  LUCIA RODRIGUEZ,ESP
94156_93670,RUBEN GARCIA /  CARLOS PIRIS,ESP
94165_49765,TANISHA CRASTO /  ASHWINI PONNAPPA,IND
94348,HUANG CHING PING,TPE
94397,SU LI YANG,TPE
94530_63539,GO PEI KEE /  TEOH MEI XING,MAS
94530_85465,GO PEI KEE /  VALEREE SIOW,MAS
94530_90741,GO PEI KEE /  LOW YEEN YUAN,MAS
94580,ALEX LANIER,FRA
94594,YUE YANN JASLYN HOOI,SGP
94712,ASUKA TAKAHASHI,JPN
94719_62110,JARRED ELLIOTT /  AMY ACKERMAN,RSA
94780,LEE CHEUK YIU,HKG
94815_70079,JESLYN CHOW /  ELIANA ZHANG,CAN
95062_62639,HSIEH PEI SHAN /  HUNG EN-TZU,TPE
95062_68834,HSIEH PEI SHAN /  TSENG YU-CHI,TPE
95189,AYA OHORI,JPN
95341_97737,CHIANG CHIEN-WEI /  WU HSUAN-YI,TPE
95423_77871,MARTINA CORSINI /  JUDITH MAIR,ITA
95439,ALAP MISHRA,IND
95476,LI SHI FENG,CHN
95661,ANTHONY SINISUKA GINTING,INA
95761_43851,YUKI KANEKO /  MISAKI MATSUTOMO,JPN
95814_76188,NATASJA P. ANTHONISEN /  ALYSSA TIRTOSENTONO,DEN
95814_88593,NATASJA P. ANTHONISEN /  CLARA GRAVERSEN,DEN
95905_80024,FAN KA YAN /  YAU MAU YING,HKG
95930,ZHAO JUN PENG,CHN
96038,KIM JOO EUN,KOR
96097_69009,CHEN SHENG FA /  LIN JHIH YUN,TPE
96312,AKANE YAMAGUCHI,JPN
96365_86234,HUSINA KOBUGABE /  GLADYS MBABAZI,UGA
96401_62806,NIKKI RAPRIA /  NISHU RAPRIA,IND
96429,YGOR COELHO,BRA
96531_88399,SRIVEDYA GURAZADA /  ISHIKA JAISWAL,USA
96604_86479,KENYA MITSUHASHI /  HIROKI OKAMURA,JPN
96612,VANESSA MARICELA GARCIA CONTRERAS,MEX
96713,NOZOMI OKUHARA,JPN
96725,LIN HSIANG TI,TPE
96877,POLINA BUHROVA,UKR
96877_94032,POLINA BUHROVA /  YEVHENIIA KANTEMYR,UKR
96973_69009,HSU YIN-HUI /  LIN JHIH YUN,TPE
96973_77386,HSU YIN-HUI /  LEE CHIH CHEN,TPE
97030,MAGNUS JOHANNESEN,DEN
97171_77808,ASHWINI BHAT K. /  SHIKHA GAUTAM,IND
97174,KOKI WATANABE,JPN
97495,CHEN LU,CHN
97685,HUANG YU-HSUN,TPE
97685_93852,HUANG YU-HSUN /  LIANG TING YU,TPE
97737_70860,WU HSUAN-YI /  YANG CHU YUN,TPE
97943,LUIS RAMON GARRIDO,MEX
98186,SABRINA SOLIS,MEX
98216_72956,CHAYANIT JOSHI /  KAVYA GUPTA,IND
98332_72254,SHARONE BAUER /  EMILIE VERCELOT,FRA
98589_63140,IVAN RUSEV /  ILIYAN STOYNOV,BUL
98595,HUANG YU KAI,TPE
98815_73460,LAU YI SHENG /  LEE YI BO,MAS
98935_57372,M.R. ARJUN /  DHRUV KAPILA,IND
99069,SIM YU JIN,KOR
99102_74561,LEE JHE-HUEI /  HSU YA CHING,TPE
99102_76275,LEE JHE-HUEI /  YANG PO-HSUAN,TPE
99181_59237,HEE YONG KAI TERRY /  TAN WEI HAN JESSICA,SGP
99461_96472,LOUIS DUCROT /  QUENTIN RONGET,FRA
99494_56754,CHRISTIAN BERNARDO /  ALVIN MORADA,PHI
99521_88779,MATHIAS CHRISTIANSEN /  ALEXANDRA BØJE,DEN
99678_95072,ROMINA FREGOSO /  MIRIAM JACQUELINE RODRIGUEZ PEREZ,MEX
99714,IMAD FAROOQUI SAMIYA,IND
99778_83419,JEONG NA EUN /  KIM HYE JEONG,KOR
99781_88850,RAYMOND INDRA /  PATRA HARAPAN RINDORINDO,INA
99781_91483,RAYMOND INDRA /  DANIEL EDGAR MARVINO,INA
99858_92712,JOSE LUIS GRANADOS MORALES /  ANTONIO EMANUEL ORTIZ,GUA
99891_98854,MARGOT LAMBERT /  ANNE TRAN,FRA
99911_99153,SITI SARAH AZZAHRA /  AGNIA SRI RAHAYU,INA
99925,PAI YU PO,TPE
99988_60245,ORNNICHA JONGSATHAPORNPARN /  SUKITTA SUWACHAI,THA
