uid,id,date,draw,rank,points,delta_rank,tournaments_played,year,month
77393_62853_2024-04-09_WD,77393_62853,2024-04-09,WD,98,14860,1.0,17,2024,4
77393_62853_2024-04-16_WD,77393_62853,2024-04-16,WD,100,14860,2.0,17,2024,4
77393_62853_2024-04-23_WD,77393_62853,2024-04-23,WD,100,14860,0.0,17,2024,4
77393_62853_2024-04-30_WD,77393_62853,2024-04-30,WD,100,14860,0.0,17,2024,4
77393_62853_2024-06-25_WD,77393_62853,2024-06-25,WD,98,14860,3.0,15,2024,6
77393_62853_2024-07-02_WD,77393_62853,2024-07-02,WD,97,14860,1.0,15,2024,7
77393_62853_2024-07-09_WD,77393_62853,2024-07-09,WD,97,14860,0.0,15,2024,7
77393_62853_2024-07-16_WD,77393_62853,2024-07-16,WD,99,14410,2.0,14,2024,7
77393_62853_2024-07-23_WD,77393_62853,2024-07-23,WD,99,14410,0.0,14,2024,7
77393_62853_2024-07-30_WD,77393_62853,2024-07-30,WD,99,14410,0.0,14,2024,7
77393_62853_2024-08-06_WD,77393_62853,2024-08-06,WD,99,14410,0.0,14,2024,8
77393_62853_2024-08-13_WD,77393_62853,2024-08-13,WD,98,14410,1.0,14,2024,8
77393_62853_2024-08-20_WD,77393_62853,2024-08-20,WD,99,13960,1.0,13,2024,8
77427_2023-10-24_MS,77427,2023-10-24,MS,12,62580,0.0,21,2023,10
77427_2023-10-31_MS,77427,2023-10-31,MS,14,60850,2.0,21,2023,10
77427_2023-11-07_MS,77427,2023-11-07,MS,14,60850,0.0,20,2023,11
77427_2023-11-14_MS,77427,2023-11-14,MS,14,60850,0.0,20,2023,11
77427_2023-11-21_MS,77427,2023-11-21,MS,16,58750,2.0,20,2023,11
77427_2023-11-28_MS,77427,2023-11-28,MS,16,59220,0.0,21,2023,11
77427_2023-12-05_MS,77427,2023-12-05,MS,16,59220,0.0,21,2023,12
77427_2023-12-12_MS,77427,2023-12-12,MS,19,55570,3.0,20,2023,12
77427_2023-12-19_MS,77427,2023-12-19,MS,19,55570,0.0,20,2023,12
77427_2023-12-26_MS,77427,2023-12-26,MS,19,55570,0.0,20,2023,12
77427_2024-01-02_MS,77427,2024-01-02,MS,19,55570,0.0,20,2024,1
77427_2024-01-09_MS,77427,2024-01-09,MS,19,55570,0.0,20,2024,1
77427_2024-01-16_MS,77427,2024-01-16,MS,17,58320,2.0,20,2024,1
77427_2024-01-23_MS,77427,2024-01-23,MS,18,58320,1.0,20,2024,1
77427_2024-01-30_MS,77427,2024-01-30,MS,17,57130,1.0,20,2024,1
77427_2024-02-06_MS,77427,2024-02-06,MS,17,57130,0.0,20,2024,2
77427_2024-02-13_MS,77427,2024-02-13,MS,17,57130,0.0,20,2024,2
77427_2024-02-20_MS,77427,2024-02-20,MS,17,59041,0.0,21,2024,2
77427_2024-02-27_MS,77427,2024-02-27,MS,17,59041,0.0,21,2024,2
77427_2024-03-05_MS,77427,2024-03-05,MS,17,59041,0.0,20,2024,3
77427_2024-03-12_MS,77427,2024-03-12,MS,17,60771,0.0,21,2024,3
77427_2024-03-19_MS,77427,2024-03-19,MS,16,60771,1.0,21,2024,3
77427_2024-03-26_MS,77427,2024-03-26,MS,16,60771,0.0,21,2024,3
77427_2024-04-02_MS,77427,2024-04-02,MS,16,60771,0.0,21,2024,4
77427_2024-04-09_MS,77427,2024-04-09,MS,16,60771,0.0,21,2024,4
77427_2024-04-16_MS,77427,2024-04-16,MS,19,56691,3.0,21,2024,4
77427_2024-04-23_MS,77427,2024-04-23,MS,19,56691,0.0,21,2024,4
77427_2024-04-30_MS,77427,2024-04-30,MS,19,56691,0.0,21,2024,4
77427_2024-05-07_MS,77427,2024-05-07,MS,19,56691,0.0,22,2024,5
77427_2024-05-14_MS,77427,2024-05-14,MS,19,56691,0.0,22,2024,5
77427_2024-05-21_MS,77427,2024-05-21,MS,19,56691,0.0,22,2024,5
77427_2024-05-28_MS,77427,2024-05-28,MS,15,58791,4.0,22,2024,5
77427_2024-06-04_MS,77427,2024-06-04,MS,15,58791,0.0,22,2024,6
77427_2024-06-11_MS,77427,2024-06-11,MS,15,59271,0.0,22,2024,6
77427_2024-06-18_MS,77427,2024-06-18,MS,16,59271,1.0,22,2024,6
77427_2024-06-25_MS,77427,2024-06-25,MS,15,59271,1.0,22,2024,6
77427_2024-07-02_MS,77427,2024-07-02,MS,15,59271,0.0,22,2024,7
77427_2024-07-09_MS,77427,2024-07-09,MS,15,59271,0.0,22,2024,7
77427_2024-07-16_MS,77427,2024-07-16,MS,15,59271,0.0,22,2024,7
77427_2024-07-23_MS,77427,2024-07-23,MS,15,58551,0.0,21,2024,7
77427_2024-07-30_MS,77427,2024-07-30,MS,14,58551,0.0,20,2024,7
77427_2024-08-06_MS,77427,2024-08-06,MS,14,58551,0.0,20,2024,8
77427_2024-08-13_MS,77427,2024-08-13,MS,14,58551,0.0,20,2024,8
77427_2024-08-20_MS,77427,2024-08-20,MS,14,58551,0.0,20,2024,8
77427_2024-08-27_MS,77427,2024-08-27,MS,13,58551,1.0,20,2024,8
77427_2024-09-03_MS,77427,2024-09-03,MS,13,63431,0.0,21,2024,9
77427_2024-09-10_MS,77427,2024-09-10,MS,16,57551,3.0,20,2024,9
77427_2024-09-17_MS,77427,2024-09-17,MS,16,57551,0.0,20,2024,9
77427_2024-09-24_MS,77427,2024-09-24,MS,17,57551,1.0,21,2024,9
77427_2024-10-01_MS,77427,2024-10-01,MS,17,57551,0.0,21,2024,10
77427_2024-10-08_MS,77427,2024-10-08,MS,17,57551,0.0,21,2024,10
77427_2024-10-15_MS,77427,2024-10-15,MS,18,56111,1.0,21,2024,10
77427_2024-10-22_MS,77427,2024-10-22,MS,16,57841,2.0,21,2024,10
77427_2024-10-29_MS,77427,2024-10-29,MS,16,57841,0.0,20,2024,10
77427_2024-11-05_MS,77427,2024-11-05,MS,15,57841,1.0,20,2024,11
77427_2024-11-12_MS,77427,2024-11-12,MS,15,57841,0.0,20,2024,11
77427_2024-11-19_MS,77427,2024-11-19,MS,15,57841,0.0,20,2024,11
77427_2024-11-26_MS,77427,2024-11-26,MS,16,57841,1.0,20,2024,11
77441_71065_2023-10-24_WD,77441_71065,2023-10-24,WD,46,29720,0.0,11,2023,10
77441_71065_2023-10-31_WD,77441_71065,2023-10-31,WD,46,29720,0.0,11,2023,10
77441_71065_2023-11-07_WD,77441_71065,2023-11-07,WD,47,29720,1.0,11,2023,11
77441_71065_2023-11-14_WD,77441_71065,2023-11-14,WD,47,29720,0.0,11,2023,11
77441_71065_2023-11-21_WD,77441_71065,2023-11-21,WD,47,29720,0.0,11,2023,11
77441_71065_2023-11-28_WD,77441_71065,2023-11-28,WD,46,29720,1.0,11,2023,11
77441_71065_2023-12-05_WD,77441_71065,2023-12-05,WD,42,32950,4.0,12,2023,12
77441_71065_2023-12-12_WD,77441_71065,2023-12-12,WD,40,34580,2.0,13,2023,12
77441_71065_2023-12-19_WD,77441_71065,2023-12-19,WD,41,34580,1.0,13,2023,12
77441_71065_2023-12-26_WD,77441_71065,2023-12-26,WD,41,34580,0.0,13,2023,12
77441_71065_2024-01-02_WD,77441_71065,2024-01-02,WD,41,34580,0.0,13,2024,1
77441_71065_2024-01-09_WD,77441_71065,2024-01-09,WD,41,34580,0.0,13,2024,1
77441_71065_2024-01-16_WD,77441_71065,2024-01-16,WD,37,35360,4.0,14,2024,1
77441_71065_2024-01-23_WD,77441_71065,2024-01-23,WD,37,35520,0.0,15,2024,1
77441_71065_2024-01-30_WD,77441_71065,2024-01-30,WD,37,35520,0.0,15,2024,1
77441_71065_2024-02-06_WD,77441_71065,2024-02-06,WD,37,35520,0.0,15,2024,2
77441_71065_2024-02-13_WD,77441_71065,2024-02-13,WD,37,35520,0.0,15,2024,2
77441_71065_2024-02-20_WD,77441_71065,2024-02-20,WD,35,37780,2.0,17,2024,2
77441_71065_2024-02-27_WD,77441_71065,2024-02-27,WD,35,37780,0.0,17,2024,2
77441_71065_2024-03-05_WD,77441_71065,2024-03-05,WD,35,37780,0.0,17,2024,3
77441_71065_2024-03-12_WD,77441_71065,2024-03-12,WD,35,39350,0.0,18,2024,3
77441_71065_2024-03-19_WD,77441_71065,2024-03-19,WD,33,41350,2.0,19,2024,3
77441_71065_2024-03-26_WD,77441_71065,2024-03-26,WD,32,43250,1.0,20,2024,3
77441_71065_2024-04-02_WD,77441_71065,2024-04-02,WD,31,43250,1.0,20,2024,4
77441_71065_2024-04-09_WD,77441_71065,2024-04-09,WD,31,43250,0.0,20,2024,4
77441_71065_2024-04-16_WD,77441_71065,2024-04-16,WD,32,43250,1.0,20,2024,4
77441_71065_2024-04-23_WD,77441_71065,2024-04-23,WD,32,43250,0.0,20,2024,4
77441_71065_2024-04-30_WD,77441_71065,2024-04-30,WD,32,43250,0.0,20,2024,4
77441_71065_2024-05-07_WD,77441_71065,2024-05-07,WD,29,44390,3.0,21,2024,5
77441_71065_2024-05-14_WD,77441_71065,2024-05-14,WD,29,44390,0.0,21,2024,5
77441_71065_2024-05-21_WD,77441_71065,2024-05-21,WD,30,44390,1.0,21,2024,5
77441_71065_2024-05-28_WD,77441_71065,2024-05-28,WD,27,46030,3.0,22,2024,5
77441_71065_2024-06-04_WD,77441_71065,2024-06-04,WD,28,46500,1.0,23,2024,6
77441_71065_2024-06-11_WD,77441_71065,2024-06-11,WD,27,46500,1.0,22,2024,6
77441_71065_2024-06-18_WD,77441_71065,2024-06-18,WD,26,48920,1.0,21,2024,6
77441_71065_2024-06-25_WD,77441_71065,2024-06-25,WD,26,47420,0.0,19,2024,6
77441_71065_2024-07-02_WD,77441_71065,2024-07-02,WD,26,47420,0.0,17,2024,7
77441_71065_2024-07-09_WD,77441_71065,2024-07-09,WD,27,47420,1.0,16,2024,7
77441_71065_2024-07-16_WD,77441_71065,2024-07-16,WD,27,47420,0.0,16,2024,7
77441_71065_2024-07-23_WD,77441_71065,2024-07-23,WD,26,47420,1.0,16,2024,7
77441_71065_2024-07-30_WD,77441_71065,2024-07-30,WD,26,47420,0.0,15,2024,7
77441_71065_2024-08-06_WD,77441_71065,2024-08-06,WD,25,49420,1.0,16,2024,8
77441_71065_2024-08-13_WD,77441_71065,2024-08-13,WD,24,49420,1.0,16,2024,8
77441_71065_2024-08-20_WD,77441_71065,2024-08-20,WD,24,49420,0.0,16,2024,8
77441_71065_2024-08-27_WD,77441_71065,2024-08-27,WD,24,49420,0.0,16,2024,8
77441_71065_2024-09-03_WD,77441_71065,2024-09-03,WD,25,49420,1.0,16,2024,9
77441_71065_2024-09-10_WD,77441_71065,2024-09-10,WD,25,49420,0.0,16,2024,9
77441_71065_2024-09-17_WD,77441_71065,2024-09-17,WD,22,49420,3.0,16,2024,9
77441_71065_2024-09-24_WD,77441_71065,2024-09-24,WD,22,49420,0.0,16,2024,9
77441_71065_2024-10-01_WD,77441_71065,2024-10-01,WD,22,49420,0.0,16,2024,10
77441_71065_2024-10-08_WD,77441_71065,2024-10-08,WD,22,49420,0.0,16,2024,10
77441_71065_2024-10-15_WD,77441_71065,2024-10-15,WD,22,49420,0.0,15,2024,10
77441_71065_2024-10-22_WD,77441_71065,2024-10-22,WD,22,49420,0.0,14,2024,10
77441_71065_2024-10-29_WD,77441_71065,2024-10-29,WD,22,49420,0.0,14,2024,10
77441_71065_2024-11-05_WD,77441_71065,2024-11-05,WD,21,49420,1.0,14,2024,11
77441_71065_2024-11-12_WD,77441_71065,2024-11-12,WD,21,49420,0.0,14,2024,11
77441_71065_2024-11-19_WD,77441_71065,2024-11-19,WD,19,49420,2.0,14,2024,11
77441_71065_2024-11-26_WD,77441_71065,2024-11-26,WD,17,49420,2.0,14,2024,11
77589_84050_2024-07-02_WD,77589_84050,2024-07-02,WD,100,13690,1.0,12,2024,7
77589_84050_2024-08-27_WD,77589_84050,2024-08-27,WD,99,13370,2.0,11,2024,8
77589_84050_2024-09-17_WD,77589_84050,2024-09-17,WD,96,15800,8.0,10,2024,9
77589_84050_2024-09-24_WD,77589_84050,2024-09-24,WD,94,15800,2.0,10,2024,9
77589_84050_2024-10-01_WD,77589_84050,2024-10-01,WD,94,15800,0.0,10,2024,10
77589_84050_2024-10-08_WD,77589_84050,2024-10-08,WD,93,15800,0.0,10,2024,10
77589_84050_2024-10-15_WD,77589_84050,2024-10-15,WD,92,15800,1.0,10,2024,10
77589_84050_2024-10-22_WD,77589_84050,2024-10-22,WD,98,14050,6.0,9,2024,10
77589_84050_2024-10-29_WD,77589_84050,2024-10-29,WD,96,14050,2.0,9,2024,10
77589_84050_2024-11-05_WD,77589_84050,2024-11-05,WD,100,14050,4.0,9,2024,11
77689_61435_2023-10-24_XD,77689_61435,2023-10-24,XD,18,55664,0.0,20,2023,10
77689_61435_2023-10-31_XD,77689_61435,2023-10-31,XD,11,60694,7.0,21,2023,10
77689_61435_2023-11-07_XD,77689_61435,2023-11-07,XD,11,63374,0.0,22,2023,11
77689_61435_2023-11-14_XD,77689_61435,2023-11-14,XD,11,63374,0.0,22,2023,11
77689_61435_2023-11-21_XD,77689_61435,2023-11-21,XD,11,63374,0.0,23,2023,11
77689_61435_2023-11-28_XD,77689_61435,2023-11-28,XD,11,66530,0.0,24,2023,11
77689_61435_2023-12-05_XD,77689_61435,2023-12-05,XD,11,66530,0.0,24,2023,12
77689_61435_2023-12-12_XD,77689_61435,2023-12-12,XD,10,66530,1.0,24,2023,12
77689_61435_2023-12-19_XD,77689_61435,2023-12-19,XD,8,69230,2.0,25,2023,12
77689_61435_2023-12-26_XD,77689_61435,2023-12-26,XD,8,69230,0.0,25,2023,12
77689_61435_2024-01-02_XD,77689_61435,2024-01-02,XD,8,69230,0.0,25,2024,1
77689_61435_2024-01-09_XD,77689_61435,2024-01-09,XD,8,69230,0.0,25,2024,1
77689_61435_2024-01-16_XD,77689_61435,2024-01-16,XD,8,69230,0.0,25,2024,1
77689_61435_2024-01-23_XD,77689_61435,2024-01-23,XD,8,69230,0.0,24,2024,1
77689_61435_2024-01-30_XD,77689_61435,2024-01-30,XD,8,69230,0.0,23,2024,1
77689_61435_2024-02-06_XD,77689_61435,2024-02-06,XD,8,69230,0.0,23,2024,2
77689_61435_2024-02-13_XD,77689_61435,2024-02-13,XD,8,69230,0.0,23,2024,2
77689_61435_2024-02-20_XD,77689_61435,2024-02-20,XD,8,69230,0.0,22,2024,2
77689_61435_2024-02-27_XD,77689_61435,2024-02-27,XD,8,69230,0.0,22,2024,2
77689_61435_2024-03-05_XD,77689_61435,2024-03-05,XD,8,71430,0.0,22,2024,3
77689_61435_2024-03-12_XD,77689_61435,2024-03-12,XD,8,71430,0.0,23,2024,3
77689_61435_2024-03-19_XD,77689_61435,2024-03-19,XD,8,72990,0.0,23,2024,3
77689_61435_2024-03-26_XD,77689_61435,2024-03-26,XD,8,72990,0.0,23,2024,3
77689_61435_2024-04-02_XD,77689_61435,2024-04-02,XD,8,72990,0.0,23,2024,4
77689_61435_2024-04-09_XD,77689_61435,2024-04-09,XD,8,72990,0.0,23,2024,4
77689_61435_2024-04-16_XD,77689_61435,2024-04-16,XD,8,74550,0.0,23,2024,4
77689_61435_2024-04-23_XD,77689_61435,2024-04-23,XD,8,74550,0.0,23,2024,4
77689_61435_2024-04-30_XD,77689_61435,2024-04-30,XD,8,74550,0.0,23,2024,4
77689_61435_2024-05-07_XD,77689_61435,2024-05-07,XD,8,74550,0.0,23,2024,5
77689_61435_2024-05-14_XD,77689_61435,2024-05-14,XD,8,74550,0.0,23,2024,5
77689_61435_2024-05-21_XD,77689_61435,2024-05-21,XD,7,74550,1.0,22,2024,5
77689_61435_2024-05-28_XD,77689_61435,2024-05-28,XD,7,74550,0.0,21,2024,5
77689_61435_2024-06-04_XD,77689_61435,2024-06-04,XD,7,74550,0.0,21,2024,6
77689_61435_2024-06-11_XD,77689_61435,2024-06-11,XD,7,72750,0.0,21,2024,6
77689_61435_2024-06-18_XD,77689_61435,2024-06-18,XD,7,72750,0.0,21,2024,6
77689_61435_2024-06-25_XD,77689_61435,2024-06-25,XD,7,72750,0.0,21,2024,6
77689_61435_2024-07-02_XD,77689_61435,2024-07-02,XD,7,72750,0.0,21,2024,7
77689_61435_2024-07-09_XD,77689_61435,2024-07-09,XD,7,72750,0.0,21,2024,7
77689_61435_2024-07-16_XD,77689_61435,2024-07-16,XD,7,72750,0.0,21,2024,7
77689_61435_2024-07-23_XD,77689_61435,2024-07-23,XD,7,72750,0.0,20,2024,7
77689_61435_2024-07-30_XD,77689_61435,2024-07-30,XD,7,72750,0.0,19,2024,7
77689_61435_2024-08-06_XD,77689_61435,2024-08-06,XD,8,74350,1.0,20,2024,8
77689_61435_2024-08-13_XD,77689_61435,2024-08-13,XD,8,74350,0.0,20,2024,8
77689_61435_2024-08-20_XD,77689_61435,2024-08-20,XD,8,74350,0.0,20,2024,8
77689_61435_2024-08-27_XD,77689_61435,2024-08-27,XD,7,77100,1.0,20,2024,8
77689_61435_2024-09-03_XD,77689_61435,2024-09-03,XD,8,77100,1.0,20,2024,9
77689_61435_2024-09-10_XD,77689_61435,2024-09-10,XD,7,77100,1.0,19,2024,9
77689_61435_2024-09-17_XD,77689_61435,2024-09-17,XD,8,75900,1.0,19,2024,9
77689_61435_2024-09-24_XD,77689_61435,2024-09-24,XD,8,75900,0.0,20,2024,9
77689_61435_2024-10-01_XD,77689_61435,2024-10-01,XD,8,75900,0.0,21,2024,10
77689_61435_2024-10-08_XD,77689_61435,2024-10-08,XD,8,75900,0.0,20,2024,10
77689_61435_2024-10-15_XD,77689_61435,2024-10-15,XD,8,75900,0.0,19,2024,10
77689_61435_2024-10-22_XD,77689_61435,2024-10-22,XD,7,77000,1.0,19,2024,10
77689_61435_2024-10-29_XD,77689_61435,2024-10-29,XD,8,74250,1.0,18,2024,10
77689_61435_2024-11-05_XD,77689_61435,2024-11-05,XD,8,73670,0.0,17,2024,11
77689_61435_2024-11-12_XD,77689_61435,2024-11-12,XD,8,73670,0.0,17,2024,11
77689_61435_2024-11-19_XD,77689_61435,2024-11-19,XD,7,73670,1.0,17,2024,11
77689_61435_2024-11-26_XD,77689_61435,2024-11-26,XD,6,73670,1.0,17,2024,11
77752_65389_2023-10-24_XD,77752_65389,2023-10-24,XD,77,14960,0.0,9,2023,10
77752_65389_2023-10-31_XD,77752_65389,2023-10-31,XD,74,17070,3.0,10,2023,10
77752_65389_2023-11-07_XD,77752_65389,2023-11-07,XD,70,18260,4.0,11,2023,11
77752_65389_2023-11-14_XD,77752_65389,2023-11-14,XD,71,18260,1.0,11,2023,11
77752_65389_2023-11-21_XD,77752_65389,2023-11-21,XD,76,17660,5.0,11,2023,11
77752_65389_2023-11-28_XD,77752_65389,2023-11-28,XD,76,17660,0.0,11,2023,11
77752_65389_2023-12-05_XD,77752_65389,2023-12-05,XD,79,17660,3.0,11,2023,12
77752_65389_2023-12-12_XD,77752_65389,2023-12-12,XD,77,18030,2.0,12,2023,12
77752_65389_2023-12-19_XD,77752_65389,2023-12-19,XD,77,18030,0.0,12,2023,12
77752_65389_2023-12-26_XD,77752_65389,2023-12-26,XD,77,18030,0.0,12,2023,12
77752_65389_2024-01-02_XD,77752_65389,2024-01-02,XD,77,18030,0.0,12,2024,1
77752_65389_2024-01-09_XD,77752_65389,2024-01-09,XD,77,18030,0.0,12,2024,1
77752_65389_2024-01-16_XD,77752_65389,2024-01-16,XD,76,18030,1.0,12,2024,1
77752_65389_2024-01-23_XD,77752_65389,2024-01-23,XD,82,17200,6.0,11,2024,1
77752_65389_2024-01-30_XD,77752_65389,2024-01-30,XD,81,17200,1.0,11,2024,1
77752_65389_2024-02-06_XD,77752_65389,2024-02-06,XD,81,17200,0.0,11,2024,2
77752_65389_2024-02-13_XD,77752_65389,2024-02-13,XD,81,17200,0.0,11,2024,2
77752_65389_2024-02-20_XD,77752_65389,2024-02-20,XD,81,17200,0.0,11,2024,2
77752_65389_2024-02-27_XD,77752_65389,2024-02-27,XD,81,17200,0.0,11,2024,2
77752_65389_2024-03-05_XD,77752_65389,2024-03-05,XD,81,17200,0.0,11,2024,3
77752_65389_2024-03-12_XD,77752_65389,2024-03-12,XD,82,16600,1.0,10,2024,3
77752_65389_2024-03-19_XD,77752_65389,2024-03-19,XD,87,15680,5.0,9,2024,3
77752_65389_2024-03-26_XD,77752_65389,2024-03-26,XD,90,15680,3.0,9,2024,3
77752_65389_2024-04-02_XD,77752_65389,2024-04-02,XD,90,15680,0.0,9,2024,4
77752_65389_2024-04-09_XD,77752_65389,2024-04-09,XD,90,15680,0.0,9,2024,4
77752_65389_2024-04-16_XD,77752_65389,2024-04-16,XD,93,15680,3.0,9,2024,4
77752_65389_2024-04-23_XD,77752_65389,2024-04-23,XD,93,15680,0.0,9,2024,4
77752_65389_2024-04-30_XD,77752_65389,2024-04-30,XD,93,15680,0.0,9,2024,4
77752_65389_2024-05-07_XD,77752_65389,2024-05-07,XD,94,15680,1.0,9,2024,5
77752_65389_2024-05-14_XD,77752_65389,2024-05-14,XD,92,15680,2.0,9,2024,5
77752_65389_2024-05-21_XD,77752_65389,2024-05-21,XD,99,14160,7.0,8,2024,5
77752_71294_2024-10-01_MD,77752_71294,2024-10-01,MD,97,16620,8.0,9,2024,10
77752_71294_2024-10-08_MD,77752_71294,2024-10-08,MD,94,16620,0.0,9,2024,10
77752_71294_2024-10-15_MD,77752_71294,2024-10-15,MD,92,16620,2.0,9,2024,10
77752_71294_2024-10-22_MD,77752_71294,2024-10-22,MD,88,17910,4.0,10,2024,10
77752_71294_2024-10-29_MD,77752_71294,2024-10-29,MD,88,17910,0.0,10,2024,10
77752_71294_2024-11-05_MD,77752_71294,2024-11-05,MD,89,18880,1.0,11,2024,11
77752_71294_2024-11-12_MD,77752_71294,2024-11-12,MD,89,19030,0.0,12,2024,11
77752_71294_2024-11-19_MD,77752_71294,2024-11-19,MD,89,19030,0.0,12,2024,11
77752_71294_2024-11-26_MD,77752_71294,2024-11-26,MD,88,19030,1.0,12,2024,11
77848_2023-10-24_MS,77848,2023-10-24,MS,45,29920,2.0,19,2023,10
77848_2023-10-31_MS,77848,2023-10-31,MS,42,31570,3.0,20,2023,10
77848_2023-11-07_MS,77848,2023-11-07,MS,44,31570,2.0,19,2023,11
77848_2023-11-14_MS,77848,2023-11-14,MS,47,31570,3.0,19,2023,11
77848_2023-11-21_MS,77848,2023-11-21,MS,48,30990,1.0,19,2023,11
77848_2023-11-28_MS,77848,2023-11-28,MS,48,30990,0.0,19,2023,11
77848_2023-12-05_MS,77848,2023-12-05,MS,40,35770,8.0,20,2023,12
77848_2023-12-12_MS,77848,2023-12-12,MS,40,35770,0.0,21,2023,12
77848_2023-12-19_MS,77848,2023-12-19,MS,40,35770,0.0,21,2023,12
77848_2023-12-26_MS,77848,2023-12-26,MS,40,35770,0.0,21,2023,12
77848_2024-01-02_MS,77848,2024-01-02,MS,40,35770,0.0,21,2024,1
77848_2024-01-09_MS,77848,2024-01-09,MS,40,35770,0.0,21,2024,1
77848_2024-01-16_MS,77848,2024-01-16,MS,40,35770,0.0,21,2024,1
77848_2024-01-23_MS,77848,2024-01-23,MS,39,35770,1.0,21,2024,1
77848_2024-01-30_MS,77848,2024-01-30,MS,40,35770,1.0,22,2024,1
77848_2024-02-06_MS,77848,2024-02-06,MS,39,36300,1.0,22,2024,2
77848_2024-02-13_MS,77848,2024-02-13,MS,39,36300,0.0,22,2024,2
77848_2024-02-20_MS,77848,2024-02-20,MS,39,37216,0.0,22,2024,2
77848_2024-02-27_MS,77848,2024-02-27,MS,39,37216,0.0,22,2024,2
77848_2024-03-05_MS,77848,2024-03-05,MS,39,37216,0.0,22,2024,3
77848_2024-03-12_MS,77848,2024-03-12,MS,39,36566,0.0,21,2024,3
77848_2024-03-19_MS,77848,2024-03-19,MS,38,37616,1.0,21,2024,3
77848_2024-03-26_MS,77848,2024-03-26,MS,38,37616,0.0,21,2024,3
77848_2024-04-02_MS,77848,2024-04-02,MS,38,37616,0.0,21,2024,4
77848_2024-04-09_MS,77848,2024-04-09,MS,38,37616,0.0,21,2024,4
77848_2024-04-16_MS,77848,2024-04-16,MS,39,37616,1.0,21,2024,4
77848_2024-04-23_MS,77848,2024-04-23,MS,39,37616,0.0,21,2024,4
77848_2024-04-30_MS,77848,2024-04-30,MS,39,37616,0.0,21,2024,4
77848_2024-05-07_MS,77848,2024-05-07,MS,39,37616,0.0,21,2024,5
77848_2024-05-14_MS,77848,2024-05-14,MS,39,37616,0.0,21,2024,5
77848_2024-05-21_MS,77848,2024-05-21,MS,38,38466,1.0,21,2024,5
77848_2024-05-28_MS,77848,2024-05-28,MS,38,38466,0.0,21,2024,5
77848_2024-06-04_MS,77848,2024-06-04,MS,38,38466,0.0,21,2024,6
77848_2024-06-11_MS,77848,2024-06-11,MS,38,38466,0.0,20,2024,6
77848_2024-06-18_MS,77848,2024-06-18,MS,38,38466,0.0,19,2024,6
77848_2024-06-25_MS,77848,2024-06-25,MS,38,38466,0.0,19,2024,6
77848_2024-07-02_MS,77848,2024-07-02,MS,38,37936,0.0,18,2024,7
77848_2024-07-09_MS,77848,2024-07-09,MS,42,36556,4.0,17,2024,7
77848_2024-07-16_MS,77848,2024-07-16,MS,42,36556,0.0,17,2024,7
77848_2024-07-23_MS,77848,2024-07-23,MS,42,36556,0.0,17,2024,7
77848_2024-07-30_MS,77848,2024-07-30,MS,42,36556,0.0,17,2024,7
77848_2024-08-06_MS,77848,2024-08-06,MS,43,36556,1.0,17,2024,8
77848_2024-08-13_MS,77848,2024-08-13,MS,42,36556,1.0,17,2024,8
77848_2024-08-20_MS,77848,2024-08-20,MS,42,36556,0.0,17,2024,8
77848_2024-08-27_MS,77848,2024-08-27,MS,42,36996,0.0,18,2024,8
77848_2024-09-03_MS,77848,2024-09-03,MS,42,36996,0.0,18,2024,9
77848_2024-09-10_MS,77848,2024-09-10,MS,35,40726,7.0,19,2024,9
77848_2024-09-17_MS,77848,2024-09-17,MS,34,41666,1.0,19,2024,9
77848_2024-09-24_MS,77848,2024-09-24,MS,34,41666,0.0,19,2024,9
77848_2024-10-01_MS,77848,2024-10-01,MS,34,41666,0.0,20,2024,10
77848_2024-10-08_MS,77848,2024-10-08,MS,33,41666,0.0,20,2024,10
77848_2024-10-15_MS,77848,2024-10-15,MS,33,41666,0.0,20,2024,10
77848_2024-10-22_MS,77848,2024-10-22,MS,30,44416,3.0,21,2024,10
77848_2024-10-29_MS,77848,2024-10-29,MS,31,43316,1.0,20,2024,10
77848_2024-11-05_MS,77848,2024-11-05,MS,31,43316,0.0,20,2024,11
77848_2024-11-12_MS,77848,2024-11-12,MS,30,43316,1.0,20,2024,11
77848_2024-11-19_MS,77848,2024-11-19,MS,31,45606,1.0,20,2024,11
77848_2024-11-26_MS,77848,2024-11-26,MS,31,45606,0.0,21,2024,11
77909_66258_2024-04-16_WD,77909_66258,2024-04-16,WD,94,15824,11.0,10,2024,4
77909_66258_2024-04-23_WD,77909_66258,2024-04-23,WD,94,15824,0.0,10,2024,4
77909_66258_2024-04-30_WD,77909_66258,2024-04-30,WD,94,15824,0.0,10,2024,4
77909_66258_2024-05-07_WD,77909_66258,2024-05-07,WD,95,15824,1.0,11,2024,5
77909_66258_2024-05-14_WD,77909_66258,2024-05-14,WD,95,15824,0.0,11,2024,5
77909_66258_2024-05-21_WD,77909_66258,2024-05-21,WD,97,15824,2.0,11,2024,5
77909_66258_2024-05-28_WD,77909_66258,2024-05-28,WD,99,15824,2.0,12,2024,5
77909_66258_2024-06-04_WD,77909_66258,2024-06-04,WD,99,15824,0.0,12,2024,6
77909_66258_2024-06-11_WD,77909_66258,2024-06-11,WD,99,15824,0.0,12,2024,6
77909_66258_2024-06-18_WD,77909_66258,2024-06-18,WD,98,15824,1.0,12,2024,6
