uid,id,date,draw,rank,points,delta_rank,tournaments_played,year,month
13381_69091_2023-10-24_WD,13381_69091,2023-10-24,WD,45,29810,0.0,26,2023,10
13381_69091_2023-10-31_WD,13381_69091,2023-10-31,WD,41,31630,4.0,27,2023,10
13381_69091_2023-11-07_WD,13381_69091,2023-11-07,WD,42,31880,1.0,28,2023,11
13381_69091_2023-11-14_WD,13381_69091,2023-11-14,WD,43,31880,1.0,29,2023,11
13381_69091_2023-11-21_WD,13381_69091,2023-11-21,WD,43,31880,0.0,29,2023,11
13381_69091_2023-11-28_WD,13381_69091,2023-11-28,WD,43,31880,0.0,28,2023,11
13381_69091_2023-12-05_WD,13381_69091,2023-12-05,WD,44,31880,1.0,27,2023,12
13381_69091_2023-12-12_WD,13381_69091,2023-12-12,WD,43,31880,1.0,26,2023,12
13381_69091_2023-12-19_WD,13381_69091,2023-12-19,WD,44,31880,1.0,26,2023,12
13381_69091_2023-12-26_WD,13381_69091,2023-12-26,WD,44,31880,0.0,26,2023,12
13381_69091_2024-01-02_WD,13381_69091,2024-01-02,WD,44,31880,0.0,26,2024,1
13381_69091_2024-01-09_WD,13381_69091,2024-01-09,WD,44,31880,0.0,26,2024,1
13381_69091_2024-01-16_WD,13381_69091,2024-01-16,WD,44,32220,0.0,26,2024,1
13381_69091_2024-01-23_WD,13381_69091,2024-01-23,WD,44,32220,0.0,27,2024,1
13381_69091_2024-01-30_WD,13381_69091,2024-01-30,WD,44,32220,0.0,27,2024,1
13381_69091_2024-02-06_WD,13381_69091,2024-02-06,WD,44,32220,0.0,27,2024,2
13381_69091_2024-02-13_WD,13381_69091,2024-02-13,WD,44,32270,0.0,28,2024,2
13381_69091_2024-02-20_WD,13381_69091,2024-02-20,WD,44,32270,0.0,28,2024,2
13381_69091_2024-02-27_WD,13381_69091,2024-02-27,WD,43,33520,1.0,28,2024,2
13381_69091_2024-03-05_WD,13381_69091,2024-03-05,WD,43,33520,0.0,28,2024,3
13381_69091_2024-03-12_WD,13381_69091,2024-03-12,WD,42,33520,1.0,28,2024,3
13381_69091_2024-03-19_WD,13381_69091,2024-03-19,WD,39,35520,3.0,28,2024,3
13381_69091_2024-03-26_WD,13381_69091,2024-03-26,WD,40,35520,1.0,28,2024,3
13381_69091_2024-04-02_WD,13381_69091,2024-04-02,WD,40,35520,0.0,28,2024,4
13381_69091_2024-04-09_WD,13381_69091,2024-04-09,WD,40,35520,0.0,28,2024,4
13381_69091_2024-04-16_WD,13381_69091,2024-04-16,WD,40,35520,0.0,28,2024,4
13381_69091_2024-04-23_WD,13381_69091,2024-04-23,WD,40,35520,0.0,28,2024,4
13381_69091_2024-04-30_WD,13381_69091,2024-04-30,WD,40,35520,0.0,28,2024,4
13381_69091_2024-05-07_WD,13381_69091,2024-05-07,WD,40,35520,0.0,27,2024,5
13381_69091_2024-05-14_WD,13381_69091,2024-05-14,WD,40,35520,0.0,26,2024,5
13381_69091_2024-05-21_WD,13381_69091,2024-05-21,WD,40,35470,0.0,25,2024,5
13381_69091_2024-05-28_WD,13381_69091,2024-05-28,WD,40,35470,0.0,24,2024,5
13381_69091_2024-06-04_WD,13381_69091,2024-06-04,WD,40,35470,0.0,24,2024,6
13381_69091_2024-06-11_WD,13381_69091,2024-06-11,WD,40,35470,0.0,24,2024,6
13381_69091_2024-06-18_WD,13381_69091,2024-06-18,WD,41,35420,1.0,22,2024,6
13381_69091_2024-06-25_WD,13381_69091,2024-06-25,WD,42,35420,1.0,21,2024,6
13381_69091_2024-07-02_WD,13381_69091,2024-07-02,WD,41,35370,1.0,19,2024,7
13381_69091_2024-07-09_WD,13381_69091,2024-07-09,WD,43,35370,2.0,19,2024,7
13381_69091_2024-07-16_WD,13381_69091,2024-07-16,WD,43,35370,0.0,19,2024,7
13381_69091_2024-07-23_WD,13381_69091,2024-07-23,WD,43,35370,0.0,18,2024,7
13381_69091_2024-07-30_WD,13381_69091,2024-07-30,WD,43,35370,0.0,18,2024,7
13381_69091_2024-08-06_WD,13381_69091,2024-08-06,WD,43,35370,0.0,18,2024,8
13381_69091_2024-08-13_WD,13381_69091,2024-08-13,WD,42,35370,1.0,18,2024,8
13381_69091_2024-08-20_WD,13381_69091,2024-08-20,WD,42,35370,0.0,18,2024,8
13381_69091_2024-08-27_WD,13381_69091,2024-08-27,WD,41,35370,1.0,18,2024,8
13381_69091_2024-09-03_WD,13381_69091,2024-09-03,WD,41,34720,0.0,17,2024,9
13381_69091_2024-09-10_WD,13381_69091,2024-09-10,WD,45,32580,4.0,16,2024,9
13381_69091_2024-09-17_WD,13381_69091,2024-09-17,WD,45,32580,0.0,15,2024,9
13381_69091_2024-09-24_WD,13381_69091,2024-09-24,WD,44,32580,1.0,15,2024,9
13381_69091_2024-10-01_WD,13381_69091,2024-10-01,WD,43,32580,1.0,15,2024,10
13381_69091_2024-10-08_WD,13381_69091,2024-10-08,WD,43,32580,0.0,15,2024,10
13381_69091_2024-10-15_WD,13381_69091,2024-10-15,WD,43,32580,0.0,14,2024,10
13381_69091_2024-10-22_WD,13381_69091,2024-10-22,WD,43,32580,0.0,13,2024,10
13381_69091_2024-10-29_WD,13381_69091,2024-10-29,WD,45,30480,2.0,12,2024,10
13381_69091_2024-11-05_WD,13381_69091,2024-11-05,WD,52,29400,7.0,11,2024,11
13381_69091_2024-11-12_WD,13381_69091,2024-11-12,WD,51,29400,1.0,10,2024,11
13381_69091_2024-11-19_WD,13381_69091,2024-11-19,WD,49,29400,2.0,10,2024,11
13381_69091_2024-11-26_WD,13381_69091,2024-11-26,WD,50,29400,1.0,10,2024,11
14251_2023-10-24_MS,14251,2023-10-24,MS,65,22010,1.0,19,2023,10
14251_2023-10-31_MS,14251,2023-10-31,MS,66,22010,1.0,19,2023,10
14251_2023-11-07_MS,14251,2023-11-07,MS,68,22160,2.0,20,2023,11
14251_2023-11-14_MS,14251,2023-11-14,MS,71,22310,3.0,21,2023,11
14251_2023-11-21_MS,14251,2023-11-21,MS,66,23440,5.0,21,2023,11
14251_2023-11-28_MS,14251,2023-11-28,MS,66,23440,0.0,22,2023,11
14251_2023-12-05_MS,14251,2023-12-05,MS,68,22910,2.0,22,2023,12
14251_2023-12-12_MS,14251,2023-12-12,MS,66,23886,2.0,22,2023,12
14251_2023-12-19_MS,14251,2023-12-19,MS,67,23886,1.0,22,2023,12
14251_2023-12-26_MS,14251,2023-12-26,MS,67,23886,0.0,22,2023,12
14251_2024-01-02_MS,14251,2024-01-02,MS,67,23886,0.0,22,2024,1
14251_2024-01-09_MS,14251,2024-01-09,MS,67,23886,0.0,22,2024,1
14251_2024-01-16_MS,14251,2024-01-16,MS,66,23886,1.0,22,2024,1
14251_2024-01-23_MS,14251,2024-01-23,MS,65,24716,1.0,23,2024,1
14251_2024-01-30_MS,14251,2024-01-30,MS,64,24716,1.0,23,2024,1
14251_2024-02-06_MS,14251,2024-02-06,MS,64,25166,0.0,24,2024,2
14251_2024-02-13_MS,14251,2024-02-13,MS,65,25166,1.0,25,2024,2
14251_2024-02-20_MS,14251,2024-02-20,MS,65,25166,0.0,25,2024,2
14251_2024-02-27_MS,14251,2024-02-27,MS,65,25166,0.0,25,2024,2
14251_2024-03-05_MS,14251,2024-03-05,MS,65,25166,0.0,26,2024,3
14251_2024-03-12_MS,14251,2024-03-12,MS,65,25166,0.0,25,2024,3
14251_2024-03-19_MS,14251,2024-03-19,MS,65,25716,0.0,26,2024,3
14251_2024-03-26_MS,14251,2024-03-26,MS,65,25716,0.0,26,2024,3
14251_2024-04-02_MS,14251,2024-04-02,MS,66,25716,1.0,26,2024,4
14251_2024-04-09_MS,14251,2024-04-09,MS,66,25716,0.0,26,2024,4
14251_2024-04-16_MS,14251,2024-04-16,MS,68,25716,2.0,27,2024,4
14251_2024-04-23_MS,14251,2024-04-23,MS,68,25716,0.0,27,2024,4
14251_2024-04-30_MS,14251,2024-04-30,MS,68,25716,0.0,27,2024,4
14251_2024-05-07_MS,14251,2024-05-07,MS,68,25716,0.0,26,2024,5
14251_2024-05-14_MS,14251,2024-05-14,MS,68,25716,0.0,26,2024,5
14251_2024-05-21_MS,14251,2024-05-21,MS,67,25716,1.0,25,2024,5
14251_2024-05-28_MS,14251,2024-05-28,MS,67,25716,0.0,24,2024,5
14251_2024-06-04_MS,14251,2024-06-04,MS,67,25716,0.0,24,2024,6
14251_2024-06-11_MS,14251,2024-06-11,MS,66,25716,1.0,24,2024,6
14251_2024-06-18_MS,14251,2024-06-18,MS,63,26916,3.0,25,2024,6
14251_2024-06-25_MS,14251,2024-06-25,MS,63,26916,0.0,25,2024,6
14251_2024-07-02_MS,14251,2024-07-02,MS,62,26916,1.0,25,2024,7
14251_2024-07-09_MS,14251,2024-07-09,MS,63,26916,1.0,24,2024,7
14251_2024-07-16_MS,14251,2024-07-16,MS,63,26916,0.0,23,2024,7
14251_2024-07-23_MS,14251,2024-07-23,MS,62,26916,1.0,23,2024,7
14251_2024-07-30_MS,14251,2024-07-30,MS,62,26916,0.0,23,2024,7
14251_2024-08-06_MS,14251,2024-08-06,MS,59,28416,3.0,24,2024,8
14251_2024-08-13_MS,14251,2024-08-13,MS,60,28416,1.0,23,2024,8
14251_2024-08-20_MS,14251,2024-08-20,MS,60,28416,0.0,23,2024,8
14251_2024-08-27_MS,14251,2024-08-27,MS,59,28416,1.0,22,2024,8
14251_2024-09-03_MS,14251,2024-09-03,MS,63,27216,4.0,21,2024,9
14251_2024-09-10_MS,14251,2024-09-10,MS,65,26616,2.0,20,2024,9
14251_2024-09-17_MS,14251,2024-09-17,MS,66,26616,1.0,20,2024,9
14251_2024-09-24_MS,14251,2024-09-24,MS,67,26616,1.0,19,2024,9
14251_2024-10-01_MS,14251,2024-10-01,MS,68,26616,1.0,19,2024,10
14251_2024-10-08_MS,14251,2024-10-08,MS,68,26616,0.0,18,2024,10
14251_2024-10-15_MS,14251,2024-10-15,MS,69,26086,1.0,17,2024,10
14251_2024-10-22_MS,14251,2024-10-22,MS,66,26086,3.0,16,2024,10
14251_2024-10-29_MS,14251,2024-10-29,MS,64,26086,2.0,16,2024,10
14251_2024-11-05_MS,14251,2024-11-05,MS,63,26086,1.0,16,2024,11
14251_2024-11-12_MS,14251,2024-11-12,MS,62,26086,1.0,15,2024,11
14251_2024-11-19_MS,14251,2024-11-19,MS,65,24956,3.0,15,2024,11
14251_2024-11-26_MS,14251,2024-11-26,MS,65,24956,0.0,15,2024,11
14587_2023-10-24_MS,14587,2023-10-24,MS,78,20230,11.0,10,2023,10
14587_2023-10-31_MS,14587,2023-10-31,MS,68,21910,10.0,11,2023,10
14587_2023-11-07_MS,14587,2023-11-07,MS,73,21910,5.0,12,2023,11
14587_2023-11-14_MS,14587,2023-11-14,MS,75,21910,2.0,12,2023,11
14587_2023-11-21_MS,14587,2023-11-21,MS,81,20750,6.0,11,2023,11
14587_2023-11-28_MS,14587,2023-11-28,MS,80,20750,1.0,11,2023,11
14587_2023-12-05_MS,14587,2023-12-05,MS,84,20750,4.0,11,2023,12
14587_2023-12-12_MS,14587,2023-12-12,MS,85,20750,1.0,11,2023,12
14587_2023-12-19_MS,14587,2023-12-19,MS,85,20750,0.0,11,2023,12
14587_2023-12-26_MS,14587,2023-12-26,MS,85,20750,0.0,11,2023,12
14587_2024-01-02_MS,14587,2024-01-02,MS,85,20750,0.0,11,2024,1
14587_2024-01-09_MS,14587,2024-01-09,MS,85,20750,0.0,11,2024,1
14587_2024-01-16_MS,14587,2024-01-16,MS,86,20750,1.0,11,2024,1
14587_2024-01-23_MS,14587,2024-01-23,MS,85,20750,1.0,11,2024,1
14587_2024-01-30_MS,14587,2024-01-30,MS,84,20750,1.0,10,2024,1
14587_2024-02-06_MS,14587,2024-02-06,MS,91,19400,7.0,10,2024,2
14587_2024-02-13_MS,14587,2024-02-13,MS,92,19440,1.0,11,2024,2
14587_2024-02-20_MS,14587,2024-02-20,MS,93,19440,1.0,11,2024,2
14587_2024-02-27_MS,14587,2024-02-27,MS,93,19440,0.0,11,2024,2
14587_2024-03-05_MS,14587,2024-03-05,MS,93,19440,0.0,11,2024,3
14587_2024-03-12_MS,14587,2024-03-12,MS,91,19440,2.0,11,2024,3
17774_2023-10-31_WS,17774,2023-10-31,WS,93,18098,13.0,14,2023,10
17774_2023-11-07_WS,17774,2023-11-07,WS,95,18098,2.0,14,2023,11
17774_2023-11-14_WS,17774,2023-11-14,WS,94,18548,1.0,15,2023,11
17774_2023-11-21_WS,17774,2023-11-21,WS,97,18548,3.0,15,2023,11
17774_2023-11-28_WS,17774,2023-11-28,WS,97,18098,0.0,15,2023,11
17774_2023-12-05_WS,17774,2023-12-05,WS,98,18098,1.0,15,2023,12
17774_2023-12-12_WS,17774,2023-12-12,WS,98,18098,0.0,15,2023,12
17774_2024-01-16_WS,17774,2024-01-16,WS,100,18098,1.0,15,2024,1
17774_2024-02-06_WS,17774,2024-02-06,WS,100,18098,1.0,15,2024,2
17774_2024-02-13_WS,17774,2024-02-13,WS,100,18098,0.0,15,2024,2
17774_2024-04-16_WS,17774,2024-04-16,WS,99,19910,6.0,17,2024,4
17774_2024-04-23_WS,17774,2024-04-23,WS,99,19910,0.0,17,2024,4
17774_2024-04-30_WS,17774,2024-04-30,WS,99,19910,0.0,17,2024,4
17774_2024-06-25_WS,17774,2024-06-25,WS,99,19080,6.0,15,2024,6
17774_2024-07-02_WS,17774,2024-07-02,WS,97,19080,2.0,15,2024,7
17774_2024-07-09_WS,17774,2024-07-09,WS,100,19080,3.0,15,2024,7
17774_2024-07-23_WS,17774,2024-07-23,WS,100,19080,1.0,15,2024,7
17774_2024-07-30_WS,17774,2024-07-30,WS,99,19080,0.0,15,2024,7
17774_2024-08-06_WS,17774,2024-08-06,WS,100,19080,1.0,15,2024,8
17774_2024-08-13_WS,17774,2024-08-13,WS,99,19080,1.0,14,2024,8
17774_2024-08-20_WS,17774,2024-08-20,WS,99,19080,0.0,14,2024,8
18228_2023-10-24_WS,18228,2023-10-24,WS,5,83700,1.0,17,2023,10
18228_2023-10-31_WS,18228,2023-10-31,WS,5,80870,0.0,17,2023,10
18228_2023-11-07_WS,18228,2023-11-07,WS,5,80870,0.0,16,2023,11
18228_2023-11-14_WS,18228,2023-11-14,WS,5,80870,0.0,16,2023,11
18228_2023-11-21_WS,18228,2023-11-21,WS,5,80870,0.0,17,2023,11
18228_2023-11-28_WS,18228,2023-11-28,WS,5,80870,0.0,18,2023,11
18228_2023-12-05_WS,18228,2023-12-05,WS,5,80870,0.0,18,2023,12
18228_2023-12-12_WS,18228,2023-12-12,WS,5,82567,0.0,19,2023,12
18228_2023-12-19_WS,18228,2023-12-19,WS,5,86167,0.0,19,2023,12
18228_2023-12-26_WS,18228,2023-12-26,WS,5,86167,0.0,19,2023,12
18228_2024-01-02_WS,18228,2024-01-02,WS,5,86167,0.0,19,2024,1
18228_2024-01-09_WS,18228,2024-01-09,WS,5,86167,0.0,19,2024,1
18228_2024-01-16_WS,18228,2024-01-16,WS,5,86167,0.0,18,2024,1
18228_2024-01-23_WS,18228,2024-01-23,WS,5,86167,0.0,17,2024,1
18228_2024-01-30_WS,18228,2024-01-30,WS,5,84787,0.0,16,2024,1
18228_2024-02-06_WS,18228,2024-02-06,WS,5,84787,0.0,16,2024,2
18228_2024-02-13_WS,18228,2024-02-13,WS,5,84787,0.0,16,2024,2
18228_2024-02-20_WS,18228,2024-02-20,WS,5,85556,0.0,17,2024,2
18228_2024-02-27_WS,18228,2024-02-27,WS,5,85556,0.0,17,2024,2
18228_2024-03-05_WS,18228,2024-03-05,WS,5,85556,0.0,17,2024,3
18228_2024-03-12_WS,18228,2024-03-12,WS,5,85556,0.0,18,2024,3
18228_2024-03-19_WS,18228,2024-03-19,WS,5,90006,0.0,17,2024,3
18228_2024-03-26_WS,18228,2024-03-26,WS,5,90956,0.0,18,2024,3
18228_2024-04-02_WS,18228,2024-04-02,WS,5,90956,0.0,17,2024,4
18228_2024-04-09_WS,18228,2024-04-09,WS,5,90956,0.0,17,2024,4
18228_2024-04-16_WS,18228,2024-04-16,WS,3,93736,2.0,18,2024,4
18228_2024-04-23_WS,18228,2024-04-23,WS,3,93736,0.0,18,2024,4
18228_2024-04-30_WS,18228,2024-04-30,WS,3,93736,0.0,18,2024,4
18228_2024-05-07_WS,18228,2024-05-07,WS,3,93736,0.0,18,2024,5
18228_2024-05-14_WS,18228,2024-05-14,WS,3,93736,0.0,18,2024,5
18228_2024-05-21_WS,18228,2024-05-21,WS,3,93736,0.0,17,2024,5
18228_2024-05-28_WS,18228,2024-05-28,WS,3,93736,0.0,17,2024,5
18228_2024-06-04_WS,18228,2024-06-04,WS,3,93736,0.0,17,2024,6
18228_2024-06-11_WS,18228,2024-06-11,WS,4,91936,1.0,17,2024,6
18228_2024-06-18_WS,18228,2024-06-18,WS,4,91936,0.0,17,2024,6
18228_2024-06-25_WS,18228,2024-06-25,WS,4,91936,0.0,17,2024,6
18228_2024-07-02_WS,18228,2024-07-02,WS,4,88786,0.0,16,2024,7
18228_2024-07-09_WS,18228,2024-07-09,WS,4,88786,0.0,16,2024,7
18228_2024-07-16_WS,18228,2024-07-16,WS,4,88786,0.0,16,2024,7
18228_2024-07-23_WS,18228,2024-07-23,WS,4,88786,0.0,16,2024,7
18228_2024-07-30_WS,18228,2024-07-30,WS,4,88786,0.0,16,2024,7
18228_2024-08-06_WS,18228,2024-08-06,WS,3,93236,1.0,17,2024,8
18228_2024-08-13_WS,18228,2024-08-13,WS,3,93236,0.0,17,2024,8
18228_2024-08-20_WS,18228,2024-08-20,WS,3,93236,0.0,17,2024,8
18228_2024-08-27_WS,18228,2024-08-27,WS,4,88286,1.0,16,2024,8
18228_2024-09-03_WS,18228,2024-09-03,WS,4,88286,0.0,16,2024,9
18228_2024-09-10_WS,18228,2024-09-10,WS,3,87736,1.0,15,2024,9
18228_2024-09-17_WS,18228,2024-09-17,WS,3,87736,0.0,14,2024,9
18228_2024-09-24_WS,18228,2024-09-24,WS,4,87736,1.0,14,2024,9
18228_2024-10-01_WS,18228,2024-10-01,WS,4,87736,0.0,14,2024,10
18228_2024-10-08_WS,18228,2024-10-08,WS,4,87736,0.0,14,2024,10
18228_2024-10-15_WS,18228,2024-10-15,WS,4,87736,0.0,14,2024,10
18228_2024-10-22_WS,18228,2024-10-22,WS,5,83426,1.0,13,2024,10
18228_2024-10-29_WS,18228,2024-10-29,WS,6,80036,1.0,12,2024,10
18228_2024-11-05_WS,18228,2024-11-05,WS,6,80036,0.0,12,2024,11
18228_2024-11-12_WS,18228,2024-11-12,WS,6,80036,0.0,12,2024,11
18228_2024-11-19_WS,18228,2024-11-19,WS,7,77656,1.0,11,2024,11
18228_2024-11-26_WS,18228,2024-11-26,WS,7,74996,0.0,10,2024,11
20808_2023-10-24_MS,20808,2023-10-24,MS,67,21828,2.0,25,2023,10
20808_2023-10-31_MS,20808,2023-10-31,MS,69,21828,2.0,25,2023,10
20808_2023-11-07_MS,20808,2023-11-07,MS,70,21978,1.0,26,2023,11
20808_2023-11-14_MS,20808,2023-11-14,MS,68,23058,2.0,27,2023,11
20808_2023-11-21_MS,20808,2023-11-21,MS,67,22758,1.0,27,2023,11
20808_2023-11-28_MS,20808,2023-11-28,MS,67,22758,0.0,27,2023,11
20808_2023-12-05_MS,20808,2023-12-05,MS,70,22758,3.0,26,2023,12
20808_2023-12-12_MS,20808,2023-12-12,MS,76,21721,6.0,26,2023,12
20808_2023-12-19_MS,20808,2023-12-19,MS,76,21721,0.0,26,2023,12
20808_2023-12-26_MS,20808,2023-12-26,MS,76,21721,0.0,26,2023,12
20808_2024-01-02_MS,20808,2024-01-02,MS,76,21721,0.0,26,2024,1
20808_2024-01-09_MS,20808,2024-01-09,MS,76,21721,0.0,26,2024,1
20808_2024-01-16_MS,20808,2024-01-16,MS,77,21721,1.0,25,2024,1
20808_2024-01-23_MS,20808,2024-01-23,MS,79,21721,2.0,26,2024,1
20808_2024-01-30_MS,20808,2024-01-30,MS,79,21721,0.0,26,2024,1
20808_2024-02-06_MS,20808,2024-02-06,MS,78,21721,1.0,26,2024,2
20808_2024-02-13_MS,20808,2024-02-13,MS,79,21721,1.0,27,2024,2
20808_2024-02-20_MS,20808,2024-02-20,MS,80,21721,1.0,27,2024,2
20808_2024-02-27_MS,20808,2024-02-27,MS,86,21041,6.0,27,2024,2
20808_2024-03-05_MS,20808,2024-03-05,MS,86,21041,0.0,27,2024,3
20808_2024-03-12_MS,20808,2024-03-12,MS,85,21041,1.0,28,2024,3
20808_2024-03-19_MS,20808,2024-03-19,MS,83,20891,2.0,28,2024,3
20808_2024-03-26_MS,20808,2024-03-26,MS,81,21571,2.0,28,2024,3
20808_2024-04-02_MS,20808,2024-04-02,MS,81,21571,0.0,28,2024,4
20808_2024-04-09_MS,20808,2024-04-09,MS,81,21571,0.0,29,2024,4
20808_2024-04-16_MS,20808,2024-04-16,MS,83,21571,2.0,30,2024,4
20808_2024-04-23_MS,20808,2024-04-23,MS,82,21571,1.0,30,2024,4
20808_2024-04-30_MS,20808,2024-04-30,MS,82,21571,0.0,30,2024,4
20808_2024-05-07_MS,20808,2024-05-07,MS,83,21571,1.0,30,2024,5
20808_2024-05-14_MS,20808,2024-05-14,MS,83,21571,0.0,30,2024,5
20808_2024-05-21_MS,20808,2024-05-21,MS,84,21571,1.0,28,2024,5
20808_2024-05-28_MS,20808,2024-05-28,MS,83,21571,1.0,27,2024,5
20808_2024-06-04_MS,20808,2024-06-04,MS,83,21571,0.0,27,2024,6
20808_2024-06-11_MS,20808,2024-06-11,MS,85,20291,2.0,26,2024,6
20808_2024-06-18_MS,20808,2024-06-18,MS,89,19591,4.0,25,2024,6
20808_2024-06-25_MS,20808,2024-06-25,MS,89,19591,0.0,25,2024,6
20808_2024-07-02_MS,20808,2024-07-02,MS,96,18741,7.0,23,2024,7
20808_2024-07-09_MS,20808,2024-07-09,MS,97,18741,1.0,21,2024,7
20808_2024-07-16_MS,20808,2024-07-16,MS,99,18741,2.0,21,2024,7
20808_2024-07-23_MS,20808,2024-07-23,MS,99,18741,0.0,21,2024,7
20808_2024-07-30_MS,20808,2024-07-30,MS,98,18741,0.0,21,2024,7
20808_2024-08-27_MS,20808,2024-08-27,MS,99,18741,3.0,20,2024,8
20808_2024-09-03_MS,20808,2024-09-03,MS,98,18741,1.0,20,2024,9
20808_2024-09-10_MS,20808,2024-09-10,MS,98,18741,0.0,20,2024,9
20808_2024-09-17_MS,20808,2024-09-17,MS,100,18741,2.0,19,2024,9
20808_2024-09-24_MS,20808,2024-09-24,MS,98,18741,2.0,19,2024,9
20808_2024-10-01_MS,20808,2024-10-01,MS,98,18741,0.0,19,2024,10
20808_2024-10-08_MS,20808,2024-10-08,MS,97,18591,0.0,18,2024,10
20808_2024-10-15_MS,20808,2024-10-15,MS,100,18361,3.0,17,2024,10
20808_2024-10-29_MS,20808,2024-10-29,MS,100,17991,3.0,16,2024,10
24172_17515_2024-02-13_XD,24172_17515,2024-02-13,XD,85,16210,20.0,6,2024,2
24172_17515_2024-02-20_XD,24172_17515,2024-02-20,XD,84,16210,1.0,6,2024,2
24172_17515_2024-02-27_XD,24172_17515,2024-02-27,XD,84,16210,0.0,6,2024,2
24172_17515_2024-03-05_XD,24172_17515,2024-03-05,XD,83,16210,1.0,6,2024,3
24172_17515_2024-03-12_XD,24172_17515,2024-03-12,XD,84,16210,1.0,6,2024,3
24172_17515_2024-03-19_XD,24172_17515,2024-03-19,XD,74,17880,10.0,7,2024,3
24172_17515_2024-03-26_XD,24172_17515,2024-03-26,XD,66,20630,8.0,8,2024,3
24172_17515_2024-04-02_XD,24172_17515,2024-04-02,XD,56,25530,10.0,9,2024,4
24172_17515_2024-04-09_XD,24172_17515,2024-04-09,XD,56,25530,0.0,9,2024,4
24172_17515_2024-04-16_XD,24172_17515,2024-04-16,XD,56,25530,0.0,9,2024,4
24172_17515_2024-04-23_XD,24172_17515,2024-04-23,XD,56,25530,0.0,9,2024,4
24172_17515_2024-04-30_XD,24172_17515,2024-04-30,XD,56,25530,0.0,9,2024,4
24172_17515_2024-05-07_XD,24172_17515,2024-05-07,XD,57,25530,1.0,9,2024,5
24172_17515_2024-05-14_XD,24172_17515,2024-05-14,XD,56,25530,1.0,9,2024,5
24172_17515_2024-05-21_XD,24172_17515,2024-05-21,XD,53,27750,3.0,10,2024,5
24172_17515_2024-05-28_XD,24172_17515,2024-05-28,XD,47,29830,6.0,11,2024,5
24172_17515_2024-06-04_XD,24172_17515,2024-06-04,XD,45,30820,2.0,12,2024,6
24172_17515_2024-06-11_XD,24172_17515,2024-06-11,XD,39,33510,6.0,13,2024,6
24172_17515_2024-06-18_XD,24172_17515,2024-06-18,XD,34,36330,5.0,14,2024,6
24172_17515_2024-06-25_XD,24172_17515,2024-06-25,XD,33,36330,1.0,14,2024,6
24172_17515_2024-07-02_XD,24172_17515,2024-07-02,XD,33,36330,0.0,14,2024,7
24172_17515_2024-07-09_XD,24172_17515,2024-07-09,XD,32,36330,1.0,14,2024,7
24172_17515_2024-07-16_XD,24172_17515,2024-07-16,XD,33,36330,1.0,14,2024,7
24172_17515_2024-07-23_XD,24172_17515,2024-07-23,XD,33,36330,0.0,14,2024,7
24172_17515_2024-07-30_XD,24172_17515,2024-07-30,XD,31,36330,0.0,14,2024,7
24172_17515_2024-08-06_XD,24172_17515,2024-08-06,XD,32,36330,1.0,14,2024,8
24172_17515_2024-08-13_XD,24172_17515,2024-08-13,XD,32,36330,0.0,14,2024,8
24172_17515_2024-08-20_XD,24172_17515,2024-08-20,XD,32,36330,0.0,14,2024,8
24172_17515_2024-08-27_XD,24172_17515,2024-08-27,XD,33,36330,1.0,15,2024,8
24172_17515_2024-09-03_XD,24172_17515,2024-09-03,XD,32,36330,1.0,15,2024,9
24172_17515_2024-09-10_XD,24172_17515,2024-09-10,XD,32,36330,0.0,15,2024,9
24172_17515_2024-09-17_XD,24172_17515,2024-09-17,XD,30,37270,2.0,16,2024,9
24172_17515_2024-09-24_XD,24172_17515,2024-09-24,XD,31,37820,1.0,17,2024,9
24172_17515_2024-10-01_XD,24172_17515,2024-10-01,XD,32,37820,1.0,18,2024,10
24172_17515_2024-10-08_XD,24172_17515,2024-10-08,XD,31,37820,0.0,18,2024,10
24172_17515_2024-10-15_XD,24172_17515,2024-10-15,XD,33,37820,2.0,18,2024,10
24172_17515_2024-10-22_XD,24172_17515,2024-10-22,XD,33,37820,0.0,19,2024,10
24172_17515_2024-10-29_XD,24172_17515,2024-10-29,XD,32,37820,1.0,19,2024,10
24172_17515_2024-11-05_XD,24172_17515,2024-11-05,XD,32,37820,0.0,19,2024,11
24172_17515_2024-11-12_XD,24172_17515,2024-11-12,XD,32,37820,0.0,19,2024,11
24172_17515_2024-11-19_XD,24172_17515,2024-11-19,XD,32,37820,0.0,19,2024,11
24172_17515_2024-11-26_XD,24172_17515,2024-11-26,XD,33,39390,1.0,19,2024,11
24172_49765_2023-10-24_XD,24172_49765,2023-10-24,XD,55,22540,5.0,13,2023,10
24172_49765_2023-10-31_XD,24172_49765,2023-10-31,XD,57,22540,2.0,13,2023,10
24172_49765_2023-11-07_XD,24172_49765,2023-11-07,XD,58,22540,1.0,13,2023,11
24172_49765_2023-11-14_XD,24172_49765,2023-11-14,XD,60,22540,2.0,13,2023,11
24172_49765_2023-11-21_XD,24172_49765,2023-11-21,XD,58,22540,2.0,13,2023,11
24172_49765_2023-11-28_XD,24172_49765,2023-11-28,XD,58,22540,0.0,13,2023,11
24172_49765_2023-12-05_XD,24172_49765,2023-12-05,XD,60,22540,2.0,13,2023,12
24172_49765_2023-12-12_XD,24172_49765,2023-12-12,XD,59,22540,1.0,13,2023,12
24172_49765_2023-12-19_XD,24172_49765,2023-12-19,XD,60,22540,1.0,13,2023,12
